GeneA,GeneB,UniprotA,UniprotB
LGALS9,TGFB1,O00182,P01137
LGALS9,SLC12A7,O00182,Q9Y666
LGALS9,ATRN,O00182,O75882
LGALS9,TRIM38,O00182,O00635
LGALS9,CD47,O00182,Q08722
LGALS9,LGALS1,O00182,P09382
LGALS9,CALR,O00182,P27797
LGALS9,CANX,O00182,P27824
LGALS9,LGALS9,O00182,O00182
LGALS9,LRP1,O00182,Q07954
LGALS9,ITIH4,O00182,Q14624
LGALS9,F7,O00182,P08709
LGALS9,BIRC2,O00182,Q13490
LGALS9,ZER1,O00182,Q7Z7L7
LGALS9,REL,O00182,Q04864
LGALS9,RNF13,O00182,O43567
LGALS9,SLC12A2,O00182,P55011
LGALS9,PTGFRN,O00182,Q9P2B2
LGALS9,LAMA1,O00182,P25391
LGALS9,ECE1,O00182,P42892
LGALS9,OSTM1,O00182,Q86WC4
LGALS9,MMRN1,O00182,Q13201
LGALS9,SORL1,O00182,Q92673
LGALS9,MID1,O00182,O15344
LGALS9,LAMB1,O00182,P07942
LGALS9,TLR5,O00182,O60602
LGALS9,CFLAR,O00182,O15519
LGALS9,TGFBR1,O00182,P36897
LGALS9,DOK3,O00182,Q7L591
LGALS9,COL8A1,O00182,P27658
LGALS9,MET,O00182,P08581
LGALS9,NID1,O00182,P14543
LGALS9,LGALS14,O00182,Q8TCE9
LGALS9,IGSF3,O00182,O75054
LGALS9,SUSD5,O00182,O60279
LGALS9,THBS1,O00182,P07996
LGALS9,RRAGB,O00182,Q5VZM2
LGALS9,PTPRJ,O00182,Q12913
LGALS9,LGALS2,O00182,P05162
LGALS9,ACP2,O00182,P11117
LGALS9,SLC12A4,O00182,Q9UP95
LGALS9,CASP1,O00182,P29466
LGALS9,LAMA3,O00182,Q16787
LGALS9,NCR3LG1,O00182,Q68D85
LGALS9,SLC4A7,O00182,Q9Y6M7
LGALS9,LNPEP,O00182,Q9UIQ6
LGALS9,SERPING1,O00182,P05155
LGALS9,MAN2B1,O00182,O00754
LGALS9,ATP7A,O00182,Q04656
LGALS9,CTNNB1,O00182,P35222
LGALS9,LGALS9C,O00182,Q6DKI2
LGALS9,ATP2B4,O00182,P23634
LGALS9,FBLN1,O00182,P23142
LGALS9,ITGA4,O00182,P13612
LGALS9,IL6R,O00182,P08887
LGALS9,PTPN11,O00182,Q06124
LGALS9,ITGB2,O00182,P05107
LGALS9,NID2,O00182,Q14112
LGALS9,FADD,O00182,Q13158
LGALS9,CD63,O00182,P08962
LGALS9,CD40,O00182,P25942
LGALS9,TSPAN3,O00182,O60637
LGALS9,SLC12A9,O00182,Q9BXP2
LGALS9,ITGB1,O00182,P05556
LGALS9,LGALS7;LGALS7B,O00182,
LGALS9,CD44,O00182,P16070
LGALS9,DCC,O00182,P43146
LGALS9,CD7,O00182,P09564
LGALS9,PTPRK,O00182,Q15262
LGALS9,SLC9A6,O00182,Q92581
LGALS9,ATP13A3,O00182,Q9H7F0
LGALS9,LGALS3,O00182,P17931
LGALS9,DAG1,O00182,Q14118
LGALS9,LUM,O00182,P51884
LGALS9,SLC9A3R2,O00182,Q15599
LGALS9,LGALS12,O00182,Q96DT0
LGALS9,P4HB,O00182,P07237
LGALS9,SLC38A9,O00182,Q8NBW4
LGALS9,CD58,O00182,P19256
LGALS9,PDIA3,O00182,P30101
LGALS9,ATP11C,O00182,Q8NB49
LGALS9,ITGAL,O00182,P20701
LGALS9,FLT1,O00182,P17948
LGALS9,ENPP4,O00182,Q9Y6X5
LGALS9,CLCN3,O00182,P51790
LGALS9,ITGA5,O00182,P08648
LGALS9,LAPTM5,O00182,Q13571
LGALS9,CLC,O00182,Q05315
LGALS9,CD3E,O00182,P07766
LGALS9,C2CD5,O00182,Q86YS7
LGALS9,PODXL,O00182,O00592
LGALS9,VCAN,O00182,P13611
LGALS9,APOE,O00182,P02649
LGALS9,LGALS9B,O00182,Q3B8N2
LGALS9,ATG9A,O00182,Q7Z3C6
LGALS9,FYB1,O00182,O15117
LGALS9,HAVCR1,O00182,Q96D42
LGALS9,PLXNA1,O00182,Q9UIW2
NR2C2,JAZF1,P49116,86VZ6
JAZF1,PPARG,86VZ6,P37231
JAZF1,RXRA,86VZ6,P19793
YEATS4,JAZF1,O95619,86VZ6
YEATS4,JAZF1,O95619,86VZ6
TRRAP,JAZF1,Q9Y4A5,86VZ6
MEAF6,JAZF1,Q9HAF1,86VZ6
RUVBL1,JAZF1,Q9Y265,86VZ6
MORF4L2,JAZF1,Q15014,86VZ6
MYCL,JAZF1,P12524,86VZ6
YEATS4,JAZF1,O95619,86VZ6
HIST1H2BA,JAZF1,Q96A08,86VZ6
Ruvbl1,JAZF1,,86VZ6
SMAD7,JAZF1,O15105,86VZ6
HDAC3,JAZF1,O15379,86VZ6
MAP3K7,JAZF1,O43318,86VZ6
SMAD6,JAZF1,O43541,86VZ6
NUDT21,JAZF1,O43809,86VZ6
NCOR1,JAZF1,O75376,86VZ6
TAF5L,JAZF1,O75529,86VZ6
YEATS4,JAZF1,O95619,86VZ6
ENO1,JAZF1,P06733,86VZ6
ELANE,JAZF1,P08246,86VZ6
HSPD1,JAZF1,P10809,86VZ6
MYCL,JAZF1,P12524,86VZ6
SKIL,JAZF1,P12757,86VZ6
DARS,JAZF1,P14868,86VZ6
DDX5,JAZF1,P17844,86VZ6
SLC9A1,JAZF1,P19634,86VZ6
RXRA,JAZF1,P19793,86VZ6
RPS3,JAZF1,P23396,86VZ6
PPARG,JAZF1,P37231,86VZ6
NR2C2,JAZF1,P49116,86VZ6
YWHAE,JAZF1,P62258,86VZ6
HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4,JAZF1,,86VZ6
UBE2I,JAZF1,P63279,86VZ6
CSNK2A1,JAZF1,P68400,86VZ6
HDAC1,JAZF1,Q13547,86VZ6
MORF4L2,JAZF1,Q15014,86VZ6
TAOK1,JAZF1,Q7L7X3,86VZ6
JAZF1,TRRAP,86VZ6,Q9Y4A5
JAZF1,RPTOR,86VZ6,Q8N122
JAZF1,MLST8,86VZ6,Q9BVC4
JAZF1,TAB3,86VZ6,Q8N5C8
JAZF1,LAS1L,86VZ6,Q9Y4W2
JAZF1,HIST1H2BA,86VZ6,Q96A08
JAZF1,RUVBL1,86VZ6,Q9Y265
JAZF1,POLR3C,86VZ6,Q9BUI4
JAZF1,TRAF6,86VZ6,Q9Y4K3
JAZF1,MAP3K3,86VZ6,Q99759
JAZF1,PELI2,86VZ6,Q9HAT8
JAZF1,NLK,86VZ6,Q9UBE8
JAZF1,SMG1,86VZ6,Q96Q15
JAZF1,PELI3,86VZ6,Q8N2H9
JAZF1,TAOK2,86VZ6,Q9UL54
JAZF1,MEAF6,86VZ6,Q9HAF1
JAZF1,MRGBP,86VZ6,Q9NV56
JAZF1,FBXW7,86VZ6,Q969H0
JAZF1,JAZF1,86VZ6,86VZ6
SP140,Sertad1,Q13342,
KLKB1,SP140,P03952,Q13342
C2,SP140,P06681,Q13342
ETS2,SP140,P15036,Q13342
PSMB1,SP140,P20618,Q13342
SP100,SP140,P23497,Q13342
PSMA3,SP140,P25788,Q13342
CALML3,SP140,P27482,Q13342
PSMA5,SP140,P28066,Q13342
PSMB4,SP140,P28070,Q13342
PSMB5,SP140,P28074,Q13342
PML,SP140,P29590,Q13342
PSMB10,SP140,P40306,Q13342
PSMB3,SP140,P49720,Q13342
PSMB2,SP140,P49721,Q13342
PSME3,SP140,P61289,Q13342
PSMC5,SP140,P62195,Q13342
PSMC6,SP140,P62333,Q13342
IRF8,SP140,Q02556,Q13342
SP140,PIN1,Q13342,Q13526
SP140,GKN1,Q13342,Q9NS71
SP140,SIRT2,Q13342,Q8IXJ6
SP140,PSME2,Q13342,Q9UL46
SP140,PSMB8,Q13342,P28062
SP140,KIF13B,Q13342,Q9NQT8
SP140,PSMD1,Q13342,Q99460
SP140,PSMF1,Q13342,Q92530
SP140,IRF7,Q13342,Q92985
SP140,SESN1,Q13342,Q9Y6P5
ATG16L1,ATG16L1,Q676U5,Q676U5
ATG16L1,ATG16L1,Q676U5,Q676U5
ATG12,ATG16L1,O94817,Q676U5
IKBKG,ATG16L1,Q9Y6K9,Q676U5
ATG16L1,CLTC,Q676U5,Q00610
ATG16L1,HSPA4,Q676U5,P34932
ATG16L1,FCGRT,Q676U5,P55899
ATG16L1,CLTC,Q676U5,Q00610
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG16L1,AP2M1,Q676U5,Q96CW1
WDFY3,ATG16L1,Q8IZQ1,Q676U5
ATG16L1,APP,Q676U5,P05067
ATG5,ATG16L1,Q9H1Y0,Q676U5
ATG5,ATG16L1,Q9H1Y0,Q676U5
PSMC3,ATG16L1,P17980,Q676U5
WIPI2,ATG16L1,Q9Y4P8,Q676U5
SPC25,ATG16L1,Q9HBM1,Q676U5
SYNPO2,ATG16L1,Q9UMS6,Q676U5
RAB33B,ATG16L1,Q9H082,Q676U5
RAB3D,ATG16L1,O95716,Q676U5
ATG16L1,RAB33B,Q676U5,Q9H082
ATG16L1,RAB3D,Q676U5,O95716
ATG16L1,RAB33A,Q676U5,Q14088
ATG16L1,RAB35,Q676U5,Q15286
RAB33A,ATG16L1,Q14088,Q676U5
RAB35,ATG16L1,Q15286,Q676U5
ATG16L1,RAB33B,Q676U5,Q9H082
ATG16L1,RAB33A,Q676U5,Q14088
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG16L1,TNK2,Q676U5,Q07912
ATG16L1,TNK2,Q676U5,Q07912
ATG16L1,RB1CC1,Q676U5,Q8TDY2
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG16L1,RB1CC1,Q676U5,Q8TDY2
ATG16L1,ATG13,Q676U5,O75143
ATG16L1,ULK1,Q676U5,O75385
RB1CC1,ATG16L1,Q8TDY2,Q676U5
ATG16L1,RB1CC1,Q676U5,Q8TDY2
TMEM59,ATG16L1,Q9BXS4,Q676U5
ATG16L1,TMEM59,Q676U5,Q9BXS4
TMEM59,ATG16L1,Q9BXS4,Q676U5
ATG16L1,NOD2,Q676U5,Q9HC29
ATG16L1,TLR2,Q676U5,O60603
ATG16L1,TRAF3IP3,Q676U5,Q9Y228
ATG16L1,DEDD2,Q676U5,Q8WXF8
UBC,ATG16L1,P0CG48,Q676U5
UBC,ATG16L1,P0CG48,Q676U5
RB1CC1,ATG16L1,Q8TDY2,Q676U5
ATG16L1,RB1CC1,Q676U5,Q8TDY2
ATG5,ATG16L1,Q9H1Y0,Q676U5
WIPI2,ATG16L1,Q9Y4P8,Q676U5
ATG16L1,RB1CC1,Q676U5,Q8TDY2
NOD1,ATG16L1,Q9Y239,Q676U5
UBC,ATG16L1,P0CG48,Q676U5
ATG16L1,NOD1,Q676U5,Q9Y239
ATG16L1,NOD2,Q676U5,Q9HC29
NOD1,ATG16L1,Q9Y239,Q676U5
NOD2,ATG16L1,Q9HC29,Q676U5
MOV10,ATG16L1,Q9HCE1,Q676U5
NXF1,ATG16L1,Q9UBU9,Q676U5
IRGM,ATG16L1,A1A4Y4,Q676U5
ATG16L1,IRGM,Q676U5,A1A4Y4
DVL2,ATG16L1,O14641,Q676U5
XPO1,ATG16L1,O14980,Q676U5
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG5,ATG16L1,Q9H1Y0,Q676U5
ATG5,ATG16L1,Q9H1Y0,Q676U5
MEFV,ATG16L1,O15553,Q676U5
ATG12,ATG16L1,O94817,Q676U5
ATG16L1,GAN,Q676U5,Q9H2C0
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG16L1,AGPS,Q676U5,O00116
ATG16L1,CCT7,Q676U5,Q99832
ATG16L1,CCT2,Q676U5,P78371
ATG16L1,CCT3,Q676U5,P49368
ATG16L1,SNAPC4,Q676U5,Q5SXM2
ATG3,ATG16L1,Q9NT62,Q676U5
ATG5,ATG16L1,Q9H1Y0,Q676U5
MAP1LC3B,ATG16L1,Q9GZQ8,Q676U5
MAP1LC3C,ATG16L1,Q9BXW4,Q676U5
ELAVL1,ATG16L1,Q15717,Q676U5
ATG5,ATG16L1,Q9H1Y0,Q676U5
ATG16L1,ATG5,Q676U5,Q9H1Y0
WIPI2,ATG16L1,Q9Y4P8,Q676U5
ATG3,ATG16L1,Q9NT62,Q676U5
TRIP11,ATG16L1,Q15643,Q676U5
IKBIP,ATG16L1,Q70UQ0,Q676U5
SCOC,ATG16L1,Q9UIL1,Q676U5
PMF1,ATG16L1,Q6P1K2,Q676U5
COLEC12,ATG16L1,Q5KU26,Q676U5
SPC25,ATG16L1,Q9HBM1,Q676U5
PSMC3,ATG16L1,P17980,Q676U5
TRIM16,ATG16L1,O95361,Q676U5
ATG16L1,TRIM16,Q676U5,O95361
ATG16L1,UBC,Q676U5,P0CG48
IRGM,ATG16L1,A1A4Y4,Q676U5
ATG16L1,IRGM,Q676U5,A1A4Y4
ATG16L1,NOD2,Q676U5,Q9HC29
ATG16L1,NOD2,Q676U5,Q9HC29
NOD2,ATG16L1,Q9HC29,Q676U5
IRGM,ATG16L1,A1A4Y4,Q676U5
MAP1LC3B2,ATG16L1,A6NCE7,Q676U5
AGPS,ATG16L1,O00116,Q676U5
BMPR1B,ATG16L1,O00238,Q676U5
DVL2,ATG16L1,O14641,Q676U5
PSMA7,ATG16L1,O14818,Q676U5
LIN7A,ATG16L1,O14910,Q676U5
XPO1,ATG16L1,O14980,Q676U5
TRIM24,ATG16L1,O15164,Q676U5
MEFV,ATG16L1,O15553,Q676U5
NDUFB5,ATG16L1,O43674,Q676U5
BNIP3L,ATG16L1,O60238,Q676U5
TLR2,ATG16L1,O60603,Q676U5
ADAM11,ATG16L1,O75078,Q676U5
ATG13,ATG16L1,O75143,Q676U5
NCOR1,ATG16L1,O75376,Q676U5
ULK1,ATG16L1,O75385,Q676U5
ATG12,ATG16L1,O94817,Q676U5
GABARAP,ATG16L1,O95166,Q676U5
ATG7,ATG16L1,O95352,Q676U5
TRIM16,ATG16L1,O95361,Q676U5
RAB3D,ATG16L1,O95716,Q676U5
DDX58,ATG16L1,O95786,Q676U5
BCL10,ATG16L1,O95999,Q676U5
GNAI2,ATG16L1,P04899,Q676U5
APP,ATG16L1,P05067,Q676U5
UBC,ATG16L1,P0CG48,Q676U5
HSPA5,ATG16L1,P11021,Q676U5
KRT13,ATG16L1,P13646,Q676U5
GJA1,ATG16L1,P17302,Q676U5
PSMC3,ATG16L1,P17980,Q676U5
PDC,ATG16L1,P20941,Q676U5
HNRNPA2B1,ATG16L1,P22626,Q676U5
ITGA6,ATG16L1,P23229,Q676U5
PSMA2,ATG16L1,P25787,Q676U5
PSMA3,ATG16L1,P25788,Q676U5
CASP1,ATG16L1,P29466,Q676U5
HSPA4,ATG16L1,P34932,Q676U5
ACTN2,ATG16L1,P35609,Q676U5
TGFBR1,ATG16L1,P36897,Q676U5
MTOR,ATG16L1,P42345,Q676U5
CASP3,ATG16L1,P42574,Q676U5
HTT,ATG16L1,P42858,Q676U5
CCT3,ATG16L1,P49368,Q676U5
TUFM,ATG16L1,P49411,Q676U5
RGS19,ATG16L1,P49795,Q676U5
CASP6,ATG16L1,P55212,Q676U5
FCGRT,ATG16L1,P55899,Q676U5
GNG2,ATG16L1,P59768,Q676U5
GABARAPL2,ATG16L1,P60520,Q676U5
RPS16,ATG16L1,P62249,Q676U5
GNGT1,ATG16L1,P63211,Q676U5
CCT2,ATG16L1,P78371,Q676U5
CLTC,ATG16L1,Q00610,Q676U5
CAV1,ATG16L1,Q03135,Q676U5
GRIN1,ATG16L1,Q05586,Q676U5
TNK2,ATG16L1,Q07912,Q676U5
RBBP4,ATG16L1,Q09028,Q676U5
TFCP2,ATG16L1,Q12800,Q676U5
GRIN2A,ATG16L1,Q12879,Q676U5
TRAF2,ATG16L1,Q12933,Q676U5
FADD,ATG16L1,Q13158,Q676U5
SQSTM1,ATG16L1,Q13501,Q676U5
RAB33A,ATG16L1,Q14088,Q676U5
BECN1,ATG16L1,Q14457,Q676U5
ITPR3,ATG16L1,Q14573,Q676U5
NBR1,ATG16L1,Q14596,Q676U5
RAB35,ATG16L1,Q15286,Q676U5
SF3A1,ATG16L1,Q15459,Q676U5
TRIP11,ATG16L1,Q15643,Q676U5
ELAVL1,ATG16L1,Q15717,Q676U5
STX1A,ATG16L1,Q16623,Q676U5
COLEC12,ATG16L1,Q5KU26,Q676U5
WIPI1,ATG16L1,Q5MNZ9,Q676U5
SNAPC4,ATG16L1,Q5SXM2,Q676U5
ATG16L1,VMP1,Q676U5,Q96GC9
ATG16L1,GABARAPL1,Q676U5,Q9H0R8
ATG16L1,ATG16L2,Q676U5,Q8NAA4
ATG16L1,MAP1LC3C,Q676U5,Q9BXW4
ATG16L1,GAN,Q676U5,Q9H2C0
ATG16L1,UVRAG,Q676U5,Q9P2Y5
ATG16L1,HNRNPUL1,Q676U5,Q9BUJ2
ATG16L1,ATG9A,Q676U5,Q7Z3C6
ATG16L1,SPC25,Q676U5,Q9HBM1
ATG16L1,SBF2,Q676U5,Q86WG5
ATG16L1,PIK3C3,Q676U5,Q8NEB9
ATG16L1,AMBRA1,Q676U5,Q9C0C7
ATG16L1,CCT7,Q676U5,Q99832
ATG16L1,ATG101,Q676U5,Q9BSB4
ATG16L1,SPNS1,Q676U5,Q9H2V7
ATG16L1,HAUS1,Q676U5,Q96CS2
ATG16L1,FBXO5,Q676U5,Q9UKT4
ATG16L1,MAP1LC3B,Q676U5,Q9GZQ8
ATG16L1,NOD2,Q676U5,Q9HC29
ATG16L1,LARS,Q676U5,Q9P2J5
ATG16L1,RAB33B,Q676U5,Q9H082
ATG16L1,WDFY3,Q676U5,Q8IZQ1
ATG16L1,ATG5,Q676U5,Q9H1Y0
ATG16L1,DEDD2,Q676U5,Q8WXF8
ATG16L1,ATG4C,Q676U5,Q96DT6
ATG16L1,IFT20,Q676U5,Q8IY31
ATG16L1,SYNPO2,Q676U5,Q9UMS6
ATG16L1,PMF1,Q676U5,Q6P1K2
ATG16L1,HNRNPAB,Q676U5,Q99729
ATG16L1,IFIH1,Q676U5,Q9BYX4
ATG16L1,ENOPH1,Q676U5,Q9UHY7
ATG16L1,TMEM59,Q676U5,Q9BXS4
ATG16L1,WIPI2,Q676U5,Q9Y4P8
ATG16L1,NOD1,Q676U5,Q9Y239
ATG16L1,RB1CC1,Q676U5,Q8TDY2
ATG16L1,MAP1LC3A,Q676U5,Q9H492
ATG16L1,NXF1,Q676U5,Q9UBU9
ATG16L1,TECPR1,Q676U5,Q7Z6L1
ATG16L1,SPATA5,Q676U5,Q8NB90
ATG16L1,AP2M1,Q676U5,Q96CW1
ATG16L1,CHMP1A,Q676U5,Q9HD42
ATG16L1,EIF2AK4,Q676U5,Q9P2K8
ATG16L1,ATG3,Q676U5,Q9NT62
ATG16L1,SCOC,Q676U5,Q9UIL1
ATG16L1,IKBKG,Q676U5,Q9Y6K9
ATG16L1,PRMT6,Q676U5,Q96LA8
ATG16L1,TRAF3IP3,Q676U5,Q9Y228
ATG16L1,MOV10,Q676U5,Q9HCE1
ATG16L1,RAB24,Q676U5,Q969Q5
ATG16L1,ATG10,Q676U5,Q9H0Y0
ATG16L1,MAVS,Q676U5,Q7Z434
ATG16L1,CHMP5,Q676U5,Q9NZZ3
ATG16L1,ATG16L1,Q676U5,Q676U5
ATG16L1,IKBIP,Q676U5,Q70UQ0
ATG16L1,SPAST,Q676U5,Q9UBP0
IL31RA,LGALS3,"Q8NI17
",P17931
IL31RA,ACADVL,"Q8NI17
",P49748
IL31RA,PROCR,"Q8NI17
",Q9UNN8
IL31RA,TRIM29,"Q8NI17
",Q14134
IL31RA,SERPINB5,"Q8NI17
",P36952
IL31RA,GPNMB,"Q8NI17
",Q14956
IL31RA,CALHM4,"Q8NI17
",Q5JW98
IL31RA,LYG2,"Q8NI17
",Q86SG7
IL31RA,PLBD1,"Q8NI17
",Q6P4A8
IL31RA,PADI3,"Q8NI17
",Q9ULW8
IL31RA,S100A3,"Q8NI17
",P33764
IL31RA,CRYBG1,"Q8NI17
",Q9Y4K1
IL31RA,HEPHL1,"Q8NI17
",Q6MZM0
IL31RA,PLCD1,"Q8NI17
",P51178
IL31RA,VSIG8,"Q8NI17
",Q5VU13
IL31RA,DSG4,"Q8NI17
",Q86SJ6
IL31RA,DUSP14,"Q8NI17
",O95147
IL31RA,LRRC15,"Q8NI17
",Q8TF66
IL31RA,SELENBP1,"Q8NI17
",Q13228
IL31RA,NEU2,"Q8NI17
",Q9Y3R4
IL31RA,PKP3,"Q8NI17
",Q9Y446
IL31RA,ACPP,"Q8NI17
",P15309
IL31RA,CALML3,"Q8NI17
",P27482
SOCS3,IL31RA,O14543,"Q8NI17
"
TNFSF11,IL31RA,O14788,"Q8NI17
"
TNFRSF13B,IL31RA,O14836,"Q8NI17
"
PLA2G10,IL31RA,O15496,"Q8NI17
"
SOCS1,IL31RA,O15524,"Q8NI17
"
NPHS1,IL31RA,O60500,"Q8NI17
"
JAK2,IL31RA,O60674,"Q8NI17
"
SOCS5,IL31RA,O75159,"Q8NI17
"
DUSP14,IL31RA,O95147,"Q8NI17
"
MPZL1,IL31RA,O95297,"Q8NI17
"
TGFB1,IL31RA,P01137,"Q8NI17
"
PRL,IL31RA,P01236,"Q8NI17
"
GH1,IL31RA,P01241,"Q8NI17
"
GH2,IL31RA,P01242,"Q8NI17
"
IFNG,IL31RA,P01579,"Q8NI17
"
EPO,IL31RA,P01588,"Q8NI17
"
CD4,IL31RA,P01730,"Q8NI17
"
C1QC,IL31RA,P02747,"Q8NI17
"
CSF2,IL31RA,P04141,"Q8NI17
"
CD74,IL31RA,P04233,"Q8NI17
"
ERBB2,IL31RA,P04626,"Q8NI17
"
INHA,IL31RA,P05111,"Q8NI17
"
IL4,IL31RA,P05112,"Q8NI17
"
IL5,IL31RA,P05113,"Q8NI17
"
IL6,IL31RA,P05231,"Q8NI17
"
THBS1,IL31RA,P07996,"Q8NI17
"
INHBA,IL31RA,P08476,"Q8NI17
"
IL6R,IL31RA,P08887,"Q8NI17
"
CSF3,IL31RA,P09919,"Q8NI17
"
VSIG8,IL31RA,Q5VU13,"Q8NI17
"
PTPRF,IL31RA,P10586,"Q8NI17
"
KIT,IL31RA,P10721,"Q8NI17
"
GHR,IL31RA,P10912,"Q8NI17
"
SCGB1A1,IL31RA,P11684,"Q8NI17
"
OSM,IL31RA,P13725,"Q8NI17
"
IL1R1,IL31RA,P14778,"Q8NI17
"
IL2RB,IL31RA,P14784,"Q8NI17
"
LIF,IL31RA,P15018,"Q8NI17
"
ACPP,IL31RA,P15309,"Q8NI17
"
CTLA4,IL31RA,P16410,"Q8NI17
"
PRLR,IL31RA,P16471,"Q8NI17
"
IFNAR1,IL31RA,P17181,"Q8NI17
"
LGALS3,IL31RA,P17931,"Q8NI17
"
FLT1,IL31RA,P17948,"Q8NI17
"
AZU1,IL31RA,P20160,"Q8NI17
"
IL11,IL31RA,P20809,"Q8NI17
"
IL10,IL31RA,P22301,"Q8NI17
"
JAK1,IL31RA,P23458,"Q8NI17
"
IL4R,IL31RA,P24394,"Q8NI17
"
CNTF,IL31RA,P26441,"Q8NI17
"
CNTFR,IL31RA,P26992,"Q8NI17
"
CALML3,IL31RA,P27482,"Q8NI17
"
EPHA8,IL31RA,P29322,"Q8NI17
"
IL12A,IL31RA,P29459,"Q8NI17
"
IL12B,IL31RA,P29460,"Q8NI17
"
HOXA7,IL31RA,P31268,"Q8NI17
"
CD80,IL31RA,P33681,"Q8NI17
"
S100A3,IL31RA,P33764,"Q8NI17
"
CNR2,IL31RA,P34972,"Q8NI17
"
IL13,IL31RA,P35225,"Q8NI17
"
NF2,IL31RA,P35240,"Q8NI17
"
FLT3,IL31RA,P36888,"Q8NI17
"
SERPINB5,IL31RA,P36952,"Q8NI17
"
IL6ST,IL31RA,P40189,"Q8NI17
"
ABL2,IL31RA,P42684,"Q8NI17
"
IL12RB1,IL31RA,P42701,"Q8NI17
"
LIFR,IL31RA,P42702,"Q8NI17
"
DCC,IL31RA,P43146,"Q8NI17
"
ACADVL,IL31RA,P49748,"Q8NI17
"
PLCD1,IL31RA,P51178,"Q8NI17
"
IL2,IL31RA,P60568,"Q8NI17
"
RELN,IL31RA,P78509,"Q8NI17
"
TXNL4A,IL31RA,P83876,"Q8NI17
"
PKD1,IL31RA,P98161,"Q8NI17
"
RELB,IL31RA,Q01201,"Q8NI17
"
SPIB,IL31RA,Q01892,"Q8NI17
"
TLE1,IL31RA,Q04724,"Q8NI17
"
PTPN11,IL31RA,Q06124,"Q8NI17
"
SELENBP1,IL31RA,Q13228,"Q8NI17
"
TRIM29,IL31RA,Q14134,"Q8NI17
"
IL11RA,IL31RA,Q14626,"Q8NI17
"
GPNMB,IL31RA,Q14956,"Q8NI17
"
AGER,IL31RA,Q15109,"Q8NI17
"
SHH,IL31RA,Q15465,"Q8NI17
"
ADIPOQ,IL31RA,Q15848,"Q8NI17
"
IFI16,IL31RA,Q16666,"Q8NI17
"
TIGIT,IL31RA,Q495A1,"Q8NI17
"
CALHM4,IL31RA,Q5JW98,"Q8NI17
"
CD276,IL31RA,Q5ZPR3,"Q8NI17
"
HEPHL1,IL31RA,Q6MZM0,"Q8NI17
"
PLBD1,IL31RA,Q6P4A8,"Q8NI17
"
IL27RA,IL31RA,Q6UWB1,"Q8NI17
"
IL20RB,IL31RA,Q6UXL0,"Q8NI17
"
BTLA,IL31RA,Q7Z6A9,"Q8NI17
"
LYG2,IL31RA,Q86SG7,"Q8NI17
"
DSG4,IL31RA,Q86SJ6,"Q8NI17
"
SPACA3,IL31RA,Q8IXA5,"Q8NI17
"
NFAM1,IL31RA,Q8NET5,"Q8NI17
"
IL31RA,CD274,"Q8NI17
",Q9NZQ7
IL31RA,PKP3,"Q8NI17
",Q9Y446
IL31RA,INPP5D,"Q8NI17
",Q92835
IL31RA,NKX2-3,"Q8NI17
",Q8TAU0
IL31RA,PDCD1LG2,"Q8NI17
",Q9BQ51
IL31RA,TNFRSF14,"Q8NI17
",Q92956
IL31RA,ROBO1,"Q8NI17
",Q9Y6N7
IL31RA,PADI3,"Q8NI17
",Q9ULW8
IL31RA,IL22RA2,"Q8NI17
",Q969J5
IL31RA,CLCF1,"Q8NI17
",Q9UBD9
IL31RA,IL26,"Q8NI17
",Q9NPH9
IL31RA,VSIG4,"Q8NI17
",Q9Y279
IL31RA,IL22,"Q8NI17
",Q9GZX6
IL31RA,OSMR,"Q8NI17
",Q99650
IL31RA,PROCR,"Q8NI17
",Q9UNN8
IL31RA,LRRC15,"Q8NI17
",Q8TF66
IL31RA,CTNNBIP1,"Q8NI17
",Q9NSA3
IL31RA,IL20,"Q8NI17
",Q9NYY1
IL31RA,MCRIP2,"Q8NI17
",Q9BUT9
IL31RA,NEU2,"Q8NI17
",Q9Y3R4
IL31RA,IL12RB2,"Q8NI17
",Q99665
IL31RA,CRYBG1,"Q8NI17
",Q9Y4K1
SPRED1,TESK1,7Z699,Q15569
OSGEP,SPRED1,Q9NPF4,7Z699
PPP1CA,SPRED1,P62136,7Z699
FAM118B,SPRED1,Q9BPY3,7Z699
TTC19,SPRED1,Q6DKK2,7Z699
DNAJB11,SPRED1,Q9UBS4,7Z699
CDKN1A,SPRED1,P38936,7Z699
NAGK,SPRED1,Q9UJ70,7Z699
RCC1,SPRED1,P18754,7Z699
TSC22D1,SPRED1,Q15714,7Z699
PPP1CA,SPRED1,P62136,7Z699
SPRED1,SUV39H1,7Z699,O43463
ZDHHC17,SPRED1,Q8IUH5,7Z699
ZDHHC17,SPRED1,Q8IUH5,7Z699
SPRED1,ZDHHC17,7Z699,Q8IUH5
FBXW7,SPRED1,Q969H0,7Z699
