GeneA,GeneB,UniprotA,UniprotB,DataSource
RIPK2,TUBB4A,O43353,P04350,IID
RIPK2,TNIK,O43353,Q9UKE5,IID
RIPK2,HNRNPA3,O43353,P51991,IID
RIPK2,IL10,O43353,P22301,IID
RIPK2,ARRB2,O43353,P32121,IID
RIPK2,BCL3,O43353,P20749,IID
RIPK2,VIL1,O43353,P09327,IID
RIPK2,CD86,O43353,P42081,IID
RIPK2,CLTC,O43353,Q00610,IID
RIPK2,IQGAP1,O43353,P46940,IID
RIPK2,RPL36,O43353,Q9Y3U8,IID
RIPK2,MSH2,O43353,P43246,IID
RIPK2,AR,O43353,P10275,IID
RIPK2,TLR6,O43353,Q9Y2C9,IID
RIPK2,SPINK5,O43353,Q9NQ38,IID
RIPK2,AATF,O43353,Q9NY61,IID
RIPK2,SMAD4,O43353,Q13485,IID
RIPK2,BCL10,O43353,O95999,IID
RIPK2,DICER1,O43353,Q9UPY3,IID
RIPK2,NLRP3,O43353,Q96P20,IID
RIPK2,CASP12,O43353,Q6UXS9,IID
RIPK2,TNFRSF4,O43353,P43489,IID
RIPK2,MICB,O43353,Q29980,IID
RIPK2,SSB,O43353,P05455,IID
RIPK2,PPP2R2B,O43353,Q00005,IID
RIPK2,UBC,O43353,P0CG48,IID
RIPK2,KIDINS220,O43353,Q9ULH0,IID
RIPK2,MAP3K5,O43353,Q99683,IID
RIPK2,GAPDH,O43353,P04406,IID
RIPK2,JAK2,O43353,O60674,IID
RIPK2,IRAK1,O43353,P51617,IID
RIPK2,DVL3,O43353,Q92997,IID
RIPK2,PRKCI,O43353,P41743,IID
RIPK2,HSP90AB1,O43353,P08238,IID
RIPK2,RAB27A,O43353,P51159,IID
RIPK2,LIF,O43353,P15018,IID
RIPK2,HERPUD1,O43353,Q15011,IID
RIPK2,RPS27,O43353,P42677,IID
RIPK2,RIPK2,O43353,O43353,IID
RIPK2,INSR,O43353,P06213,IID
RIPK2,TCEA1,O43353,P23193,IID
RIPK2,TRIP6,O43353,Q15654,IID
RIPK2,NUB1,O43353,Q9Y5A7,IID
RIPK2,LCK,O43353,P06239,IID
RIPK2,TUBA4B,O43353,,IID
RIPK2,LIMA1,O43353,Q9UHB6,IID
RIPK2,DDR2,O43353,Q16832,IID
RIPK2,TRADD,O43353,Q15628,IID
RIPK2,XIAP,O43353,P98170,IID
RIPK2,FKBP8,O43353,Q14318,IID
RIPK2,VRK3,O43353,Q8IV63,IID
RIPK2,LY96,O43353,Q9Y6Y9,IID
RIPK2,PSME3,O43353,P61289,IID
RIPK2,ABL1,O43353,P00519,IID
RIPK2,MAP3K4,O43353,Q9Y6R4,IID
RIPK2,VSIG4,O43353,Q9Y279,IID
RIPK2,IRF3,O43353,Q14653,IID
RIPK2,DBN1,O43353,Q16643,IID
RIPK2,IPO7,O43353,O95373,IID
RIPK2,PDCD1LG2,O43353,Q9BQ51,IID
RIPK2,AGER,O43353,Q15109,IID
RIPK2,MAPK14,O43353,Q16539,IID
RIPK2,IL7,O43353,P13232,IID
RIPK2,TRAF2,O43353,Q12933,IID
RIPK2,BAX,O43353,Q07812,IID
RIPK2,HPX,O43353,P02790,IID
RIPK2,BCL6,O43353,P41182,IID
RIPK2,MAP3K11,O43353,Q16584,IID
RIPK2,UTP20,O43353,O75691,IID
RIPK2,LTBR,O43353,P36941,IID
RIPK2,TANK,O43353,Q92844,IID
RIPK2,MYD88,O43353,Q99836,IID
RIPK2,ERBB4,O43353,Q15303,IID
RIPK2,APOE,O43353,P02649,IID
RIPK2,BTK,O43353,Q06187,IID
RIPK2,SIGIRR,O43353,Q6IA17,IID
RIPK2,FGFR1,O43353,P11362,IID
RIPK2,STK11,O43353,Q15831,IID
RIPK2,PYDC2,O43353,Q56P42,IID
RIPK2,IL27RA,O43353,Q6UWB1,IID
RIPK2,TFG,O43353,Q92734,IID
RIPK2,SNRPB,O43353,P14678,IID
RIPK2,COPS3,O43353,Q9UNS2,IID
RIPK2,WDR34,O43353,Q96EX3,IID
RIPK2,IKBKG,O43353,Q9Y6K9,IID
RIPK2,HSPA9,O43353,P38646,IID
RIPK2,IL4R,O43353,P24394,IID
RIPK2,FYN,O43353,P06241,IID
RIPK2,NFKBIA,O43353,P25963,IID
RIPK2,PSMD13,O43353,Q9UNM6,IID
RIPK2,CYLD,O43353,Q9NQC7,IID
RIPK2,IL1R1,O43353,P14778,IID
RIPK2,SMURF1,O43353,Q9HCE7,IID
RIPK2,RAF1,O43353,P04049,IID
RIPK2,PLK1,O43353,P53350,IID
RIPK2,PKN1,O43353,Q16512,IID
RIPK2,BTLA,O43353,Q7Z6A9,IID
RIPK2,CDK2,O43353,P24941,IID
RIPK2,EEF1A2,O43353,Q05639,IID
RIPK2,PPP1CB,O43353,P62140,IID
RIPK2,EZR,O43353,P15311,IID
RIPK2,IL12A,O43353,P29459,IID
RIPK2,NXF1,O43353,Q9UBU9,IID
RIPK2,CARD11,O43353,Q9BXL7,IID
RIPK2,PRKDC,O43353,P78527,IID
RIPK2,KDM3A,O43353,Q9Y4C1,IID
RIPK2,HSP90AA1,O43353,P07900,IID
RIPK2,TUBB2A,O43353,Q13885,IID
RIPK2,DISC1,O43353,Q9NRI5,IID
RIPK2,FKBP5,O43353,Q13451,IID
RIPK2,ICAM1,O43353,P05362,IID
RIPK2,TRAF6,O43353,Q9Y4K3,IID
RIPK2,PELI1,O43353,Q96FA3,IID
RIPK2,PDCD4,O43353,Q53EL6,IID
RIPK2,YA61,O43353,,IID
RIPK2,CDKN2B,O43353,P42772,IID
RIPK2,JUNB,O43353,P17275,IID
RIPK2,TIPRL,O43353,O75663,IID
RIPK2,HIPK1,O43353,Q86Z02,IID
RIPK2,TAX1BP1,O43353,Q86VP1,IID
RIPK2,DAPK1,O43353,P53355,IID
RIPK2,NLRP4,O43353,Q96MN2,IID
RIPK2,HSPA1L,O43353,P34931,IID
RIPK2,PRKCA,O43353,P17252,IID
RIPK2,THBS1,O43353,P07996,IID
RIPK2,RCN2,O43353,Q14257,IID
RIPK2,TUBA1B,O43353,P68363,IID
RIPK2,MAPK3,O43353,P27361,IID
RIPK2,TNK2,O43353,Q07912,IID
RIPK2,ROBO1,O43353,Q9Y6N7,IID
RIPK2,YWHAE,O43353,P62258,IID
RIPK2,BIRC2,O43353,Q13490,IID
RIPK2,TRAF3IP1,O43353,Q8TDR0,IID
RIPK2,RPS3,O43353,P23396,IID
RIPK2,VDAC1,O43353,P21796,IID
RIPK2,SATB1,O43353,Q01826,IID
RIPK2,EIF2AK4,O43353,Q9P2K8,IID
RIPK2,NFKBIL1,O43353,Q9UBC1,IID
RIPK2,PTPRF,O43353,P10586,IID
RIPK2,IL18BP,O43353,O95998,IID
RIPK2,AMFR,O43353,Q9UKV5,IID
RIPK2,GSK3B,O43353,P49841,IID
RIPK2,STAT5B,O43353,P51692,IID
RIPK2,UBE2NL,O43353,Q5JXB2,IID
RIPK2,FER,O43353,P16591,IID
RIPK2,DDX20,O43353,Q9UHI6,IID
RIPK2,ELF4,O43353,Q99607,IID
RIPK2,TIGIT,O43353,Q495A1,IID
RIPK2,TGFBR1,O43353,P36897,IID
RIPK2,SCGB1A1,O43353,P11684,IID
RIPK2,NR3C1,O43353,P04150,IID
RIPK2,UBE2D3,O43353,P61077,IID
RIPK2,TNIP2,O43353,Q8NFZ5,IID
RIPK2,PSMA4,O43353,P25789,IID
RIPK2,OAS2,O43353,P29728,IID
RIPK2,ACTG1,O43353,P63261,IID
RIPK2,CARD6,O43353,Q9BX69,IID
RIPK2,MAPK8,O43353,P45983,IID
RIPK2,HSPA8,O43353,P11142,IID
RIPK2,TCF7L2,O43353,Q9NQB0,IID
RIPK2,ECHS1,O43353,P30084,IID
RIPK2,SQSTM1,O43353,Q13501,IID
RIPK2,ZAP70,O43353,P43403,IID
RIPK2,CST11,O43353,Q9H112,IID
RIPK2,PLA2G2A,O43353,P14555,IID
RIPK2,CTLA4,O43353,P16410,IID
RIPK2,SLC25A5,O43353,P05141,IID
RIPK2,ATP5D,O43353,P30049,IID
RIPK2,TBK1,O43353,Q9UHD2,IID
RIPK2,NFAM1,O43353,Q8NET5,IID
RIPK2,MAPK1,O43353,P28482,IID
RIPK2,NLRP6,O43353,P59044,IID
RIPK2,MOV10,O43353,Q9HCE1,IID
RIPK2,STRADB,O43353,Q9C0K7,IID
RIPK2,PF4,O43353,P02776,IID
RIPK2,ACTB,O43353,P60709,IID
RIPK2,CDK1,O43353,P06493,IID
RIPK2,PRKCE,O43353,Q02156,IID
RIPK2,S100A13,O43353,Q99584,IID
RIPK2,NLRP7,O43353,Q8WX94,IID
RIPK2,VRK2,O43353,Q86Y07,IID
RIPK2,CALM1,O43353,P0DP23,IID
RIPK2,RIPK3,O43353,Q9Y572,IID
RIPK2,DCC,O43353,P43146,IID
RIPK2,ELF1,O43353,P32519,IID
RIPK2,COPS6,O43353,Q7L5N1,IID
RIPK2,TRIB1,O43353,Q96RU8,IID
RIPK2,ERBB2,O43353,P04626,IID
RIPK2,SLC22A18,O43353,Q96BI1,IID
RIPK2,GAP43,O43353,P17677,IID
RIPK2,TRIB3,O43353,Q96RU7,IID
RIPK2,HTRA2,O43353,O43464,IID
RIPK2,CARD14,O43353,Q9BXL6,IID
RIPK2,FGR,O43353,P09769,IID
RIPK2,MAP1LC3B,O43353,Q9GZQ8,IID
RIPK2,NOD2,O43353,Q9HC29,IID
RIPK2,NECTIN2,O43353,Q92692,IID
RIPK2,IL12B,O43353,P29460,IID
RIPK2,ARRB1,O43353,P49407,IID
RIPK2,EPO,O43353,P01588,IID
RIPK2,ATR,O43353,Q13535,IID
RIPK2,RNF31,O43353,Q96EP0,IID
RIPK2,DEFB103A;DEFB103B,O43353,,IID
RIPK2,TNFSF14,O43353,O43557,IID
RIPK2,NFKB2,O43353,Q00653,IID
RIPK2,CARD9,O43353,Q9H257,IID
RIPK2,AKT1,O43353,P31749,IID
RIPK2,STAT3,O43353,P40763,IID
RIPK2,SOX4,O43353,Q06945,IID
RIPK2,HADHA,O43353,P40939,IID
RIPK2,TNFRSF1A,O43353,P19438,IID
RIPK2,MYL6,O43353,P60660,IID
RIPK2,ZEB1,O43353,P37275,IID
RIPK2,GABARAPL2,O43353,P60520,IID
RIPK2,KIF14,O43353,Q15058,IID
RIPK2,CD8B,O43353,P10966,IID
RIPK2,MYL12A,O43353,P19105,IID
RIPK2,MAP3K3,O43353,Q99759,IID
RIPK2,USP18,O43353,Q9UMW8,IID
RIPK2,BMPR2,O43353,Q13873,IID
RIPK2,UBASH3A,O43353,P57075,IID
RIPK2,CAD,O43353,P27708,IID
RIPK2,MAP3K6,O43353,O95382,IID
RIPK2,HCK,O43353,P08631,IID
RIPK2,PRKCZ,O43353,Q05513,IID
RIPK2,GEMIN4,O43353,P57678,IID
RIPK2,OPTN,O43353,Q96CV9,IID
RIPK2,CD40,O43353,P25942,IID
RIPK2,-,O43353,,IID
RIPK2,PIM1,O43353,P11309,IID
RIPK2,SIRPG,O43353,Q9P1W8,IID
RIPK2,PARP1,O43353,P09874,IID
RIPK2,DKFZp564H223,O43353,,IID
RIPK2,UBE2I,O43353,P63279,IID
RIPK2,CASP10,O43353,Q92851,IID
RIPK2,HIPK2,O43353,Q9H2X6,IID
RIPK2,FLNA,O43353,P21333,IID
RIPK2,NAIP,O43353,Q13075,IID
RIPK2,FGFR1OP,O43353,O95684,IID
RIPK2,PARP2,O43353,Q9UGN5,IID
RIPK2,CD27,O43353,P26842,IID
RIPK2,PYDC1,O43353,Q8WXC3,IID
RIPK2,RELB,O43353,Q01201,IID
RIPK2,TNFRSF1B,O43353,P20333,IID
RIPK2,SIGLEC7,O43353,Q9Y286,IID
RIPK2,ROR2,O43353,Q01974,IID
RIPK2,SHMT2,O43353,P34897,IID
RIPK2,USP7,O43353,Q93009,IID
RIPK2,LYN,O43353,P07948,IID
RIPK2,FAS,O43353,P25445,IID
RIPK2,EPRS,O43353,P07814,IID
RIPK2,TRAF1,O43353,Q13077,IID
RIPK2,IFI16,O43353,Q16666,IID
RIPK2,CARD17,O43353,Q5XLA6,IID
RIPK2,DIABLO,O43353,Q9NR28,IID
RIPK2,SOX2,O43353,P48431,IID
RIPK2,POLR3D,O43353,P05423,IID
RIPK2,TUBB4B,O43353,P68371,IID
RIPK2,PSME1,O43353,Q06323,IID
RIPK2,UBE2V1,O43353,Q13404,IID
HNRNPR,IFNAR1,O43390,P17181,IID
SYNJ1,FASLG,O43426,P48023,IID
SYNJ1,PTPN22,O43426,Q9Y2R2,IID
SUV39H1,SPRED1,O43463,7Z699,IID
AKR7A2,PTPN22,O43488,Q9Y2R2,IID
TGOLN2,IFNAR1,O43493,P17181,IID
ADAM20,ADAM30,O43506,Q9UKF2,IID
TNFSF12,FASLG,O43508,P48023,IID
BCL2L11,FASLG,O43521,P48023,IID
FOXO3,FASLG,O43524,P48023,IID
SMAD6,JAZF1,O43541,86VZ6,IID
TNFSF14,IFNAR1,O43557,P17181,IID
TNFSF14,FASLG,O43557,P48023,IID
TNFSF14,TNFSF18,O43557,Q9UNG2,IID
LAT,FASLG,O43561,P48023,IID
LAT,PTPN22,O43561,Q9Y2R2,IID
RGS14,NOD2,O43566,Q9HC29,IID
PSTPIP1,FASLG,O43586,P48023,IID
PSTPIP1,PTPN22,O43586,Q9Y2R2,IID
SPRY2,CREB5,O43597,Q02930,IID
SPRY2,SPRED1,O43597,7Z699,IID
SPRY1,CREB5,O43609,Q02930,IID
SPRY1,SPRED1,O43609,7Z699,IID
NCK2,IL6ST,O43639,P40189,IID
NCK2,FASLG,O43639,P48023,IID
NCK2,PTPN22,O43639,Q9Y2R2,IID
NDUFB5,ATG16L1,O43674,Q676U5,IID
ACTN4,NOS2,O43707,P35228,IID
TRAF3IP2,NOD2,O43734,Q9HC29,IID
CYTH3,SPRED1,O43739,7Z699,IID
NUDT21,JAZF1,O43809,86VZ6,IID
SCO2,PTPN22,O43819,Q9Y2R2,IID
CALU,NOS2,O43852,P35228,IID
CALU,PTPN22,O43852,Q9Y2R2,IID
ORC4,LACC1,O43929,Q8IV20,IID
AKR1B10,NOS2,O60218,P35228,IID
KALRN,RASGRP1,O60229,O95267,IID
KALRN,NOS2,O60229,P35228,IID
KALRN,FASLG,O60229,P48023,IID
BNIP3L,ATG16L1,O60238,Q676U5,IID
PRKN,NOD2,O60260,Q9HC29,IID
DSCAM,IL6ST,O60469,P40189,IID
DSCAM,FASLG,O60469,P48023,IID
DOK2,FASLG,O60496,P48023,IID
NPHS1,IL6ST,O60500,P40189,IID
NPHS1,FASLG,O60500,P48023,IID
NPHS1,IL31RA,O60500,"Q8NI17
",IID
MGEA5,IL6ST,O60502,P40189,IID
SORBS3,FASLG,O60504,P48023,IID
SYNCRIP,CPEB4,O60506,Q17RY0,IID
CIDEA,NOD2,O60543,Q9HC29,IID
TLR5,NOD2,O60602,Q9HC29,IID
TLR2,ATG16L1,O60603,Q676U5,IID
TLR2,NOD2,O60603,Q9HC29,IID
PDE8A,CREB5,O60658,Q02930,IID
FCMR,IL6ST,O60667,P40189,IID
JAK2,IFNAR1,O60674,P17181,IID
JAK2,IFNGR2,O60674,P38484,IID
JAK2,IL6ST,O60674,P40189,IID
JAK2,FASLG,O60674,P48023,IID
JAK2,IL23R,O60674,Q5VWK5,IID
JAK2,IL31RA,O60674,"Q8NI17
",IID
JAK2,NOD2,O60674,Q9HC29,IID
JAK2,PTPN22,O60674,Q9Y2R2,IID
SRPX2,FASLG,O60687,P48023,IID
CTNND1,FASLG,O60716,P48023,IID
SNX2,FASLG,O60749,P48023,IID
SNX2,NOD2,O60749,Q9HC29,IID
SH2D1A,FASLG,O60880,P48023,IID
SH2D1A,NOD2,O60880,Q9HC29,IID
DNAJA2,NOS2,O60884,P35228,IID
BRD4,FASLG,O60885,P48023,IID
OPHN1,NOS2,O60890,P35228,IID
NOL3,FASLG,O60936,P48023,IID
NOL3,NOD2,O60936,Q9HC29,IID
SRGAP2,FASLG,O75044,P48023,IID
PLXNA2,ADAM30,O75051,Q9UKF2,IID
ADAM23,ADAM30,O75077,Q9UKF2,IID
ADAM11,ATG16L1,O75078,Q676U5,IID
ATG13,ATG16L1,O75143,Q676U5,IID
ICOSLG,IL6ST,O75144,P40189,IID
CLUH,LACC1,O75153,Q8IV20,IID
SOCS5,RASGRP1,O75159,O95267,IID
SOCS5,IFNAR1,O75159,P17181,IID
SOCS5,IL31RA,O75159,"Q8NI17
",IID
ANKRD17,NOD2,O75179,Q9HC29,IID
NDUFS7,GPX4,O75251,P36969,IID
SEMA7A,FASLG,O75326,P48023,IID
PDCD6,FASLG,O75340,P48023,IID
ATP6V1G1,LACC1,O75348,Q8IV20,IID
FLNB,FASLG,O75369,P48023,IID
NCOR1,NOS2,O75376,P35228,IID
NCOR1,ATG16L1,O75376,Q676U5,IID
NCOR1,JAZF1,O75376,86VZ6,IID
NCOR1,NOD2,O75376,Q9HC29,IID
ULK1,ATG16L1,O75385,Q676U5,IID
PRPF40A,FASLG,O75400,P48023,IID
TAF5L,JAZF1,O75529,86VZ6,IID
EED,GPX4,O75530,P36969,IID
STX11,NOD2,O75558,Q9HC29,IID
SKAP2,FASLG,O75563,P48023,IID
SKAP2,PTPN22,O75563,Q9Y2R2,IID
ITGA10,FASLG,O75578,P48023,IID
MYCBP2,NOS2,O75592,P35228,IID
PGLYRP1,NOD2,O75594,Q9HC29,IID
GCM2,FASLG,O75603,P48023,IID
DEDD,FASLG,O75618,P48023,IID
RFPL3,FASLG,O75679,P48023,IID
PPM1B,RASGRP1,O75688,O95267,IID
PPM1B,NOS2,O75688,P35228,IID
GPX5,GPX4,O75715,P36969,IID
SLC25A12,NOS2,O75746,P35228,IID
GRAP2,RASGRP1,O75791,O95267,IID
GRAP2,FASLG,O75791,P48023,IID
GRAP2,PTPN22,O75791,Q9Y2R2,IID
IDH1,PTPN22,O75874,Q9Y2R2,IID
TNFSF13,IL6ST,O75888,P40189,IID
TNFSF13,FASLG,O75888,P48023,IID
TNFSF13,TNFSF18,O75888,Q9UNG2,IID
PAK3,NOS2,O75914,P35228,IID
PIAS1,IFNAR1,O75925,P17181,IID
PIAS1,NOS2,O75925,P35228,IID
C1QL1,UCN,O75973,P55089,IID
CLPX,FASLG,O76031,P48023,IID
NCR1,IL6ST,O76036,P40189,IID
RGS20,FASLG,O76081,P48023,IID
RGS20,CREB5,O76081,Q02930,IID
SLIT2,IL6ST,O94813,P40189,IID
SLIT2,FASLG,O94813,P48023,IID
SLIT2,NOD2,O94813,Q9HC29,IID
ATG12,ATG16L1,O94817,Q676U5,IID
MYO1D,NOD2,O94832,Q9HC29,IID
NFASC,IL6ST,O94856,P40189,IID
FCHSD2,LACC1,O94868,Q8IV20,IID
CAMTA2,IL6ST,O94983,P40189,IID
TJP3,FASLG,O95049,P48023,IID
DUSP14,LACC1,O95147,Q8IV20,IID
DUSP14,IL31RA,O95147,"Q8NI17
",IID
TNFSF15,FASLG,O95150,P48023,IID
TNFSF15,TNFSF18,O95150,Q9UNG2,IID
GABARAP,GPX4,O95166,P36969,IID
GABARAP,ATG16L1,O95166,Q676U5,IID
UNC5C,NOD2,O95185,Q9HC29,IID
GOSR1,IL23R,O95249,Q5VWK5,IID
IL18RAP,TAGAP,O95256,Q8N103,IID
RASGRP1,CNKSR2,O95267,Q8WXI2,IID
RASGRP1,RASAL1,O95267,O95294,IID
RASGRP1,TULP4,O95267,Q9NRJ4,IID
RASGRP1,RRAS2,O95267,P62070,IID
RASGRP1,G3BP2,O95267,Q9UN86,IID
RASGRP1,SPSB1,O95267,Q96BD6,IID
RASGRP1,MAP3K10,O95267,Q02779,IID
RASGRP1,SPSB2,O95267,Q99619,IID
RASGRP1,RAB15,O95267,P59190,IID
RASGRP1,SH2D5,O95267,Q6ZV89,IID
RASGRP1,RASD2,O95267,Q96D21,IID
RASGRP1,PSD3,O95267,Q9NYI0,IID
RASGRP1,DGKZ,O95267,Q13574,IID
RASGRP1,ASB10,O95267,Q8WXI3,IID
RASGRP1,RHEBL1,O95267,Q8TAI7,IID
RASGRP1,ARHGEF3,O95267,Q9NR81,IID
RASGRP1,RAB26,O95267,Q9ULW5,IID
RASGRP1,AGAP3,O95267,Q96P47,IID
RASGRP1,CDH13,O95267,P55290,IID
RASGRP1,RAPGEFL1,O95267,Q9UHV5,IID
RASGRP1,ASB1,O95267,Q9Y576,IID
RASGRP1,GRB2,O95267,P62993,IID
RASGRP1,LCK,O95267,P06239,IID
RASGRP1,CRKL,O95267,P46109,IID
RASGRP1,SOCS4,O95267,Q8WXH5,IID
RASGRP1,PRKCZ,O95267,Q05513,IID
RASGRP1,ASB3,O95267,Q9Y575,IID
RASGRP1,NEURL2,O95267,Q9BR09,IID
RASGRP1,RASA1,O95267,P20936,IID
RASGRP1,ASB13,O95267,Q8WXK3,IID
RASGRP1,OBSCN,O95267,Q5VST9,IID
RASGRP1,ARHGEF7,O95267,Q14155,IID
RASGRP1,ABI2,O95267,Q9NYB9,IID
RASGRP1,RAB3B,O95267,P20337,IID
RASGRP1,VAV2,O95267,P52735,IID
RASGRP1,RASD1,O95267,Q9Y272,IID
RASGRP1,HRAS,O95267,P01112,IID
RASGRP1,NKIRAS1,O95267,Q9NYS0,IID
RASGRP1,CX3CL1,O95267,P78423,IID
RASGRP1,KRAS,O95267,P01116,IID
RASGRP1,WSB2,O95267,Q9NYS7,IID
RASGRP1,SPSB4,O95267,Q96A44,IID
RASGRP1,FGD6,O95267,Q6ZV73,IID
RASGRP1,RAB6B,O95267,Q9NRW1,IID
RASGRP1,MAPK8IP2,O95267,Q13387,IID
RASGRP1,ARHGDIG,O95267,Q99819,IID
RASGRP1,PRKCH,O95267,P24723,IID
RASGRP1,SKAP1,O95267,Q86WV1,IID
RASGRP1,ASB11,O95267,Q8WXH4,IID
RASGRP1,VHL,O95267,P40337,IID
RASGRP1,ABCB8,O95267,Q9NUT2,IID
RASGRP1,PRKCE,O95267,Q02156,IID
RASGRP1,RAB40C,O95267,Q96S21,IID
RASGRP1,RAB3A,O95267,P20336,IID
RASGRP1,PDZD4,O95267,Q76G19,IID
RASGRP1,RAB40B,O95267,Q12829,IID
RASGRP1,ASB8,O95267,Q9H765,IID
RASGRP1,NGEF,O95267,Q8N5V2,IID
RASGRP1,RAB40A,O95267,Q8WXH6,IID
RASGRP1,ASB15,O95267,Q8WXK1,IID
RASGRP1,SOS1,O95267,Q07889,IID
RASGRP1,CISH,O95267,Q9NSE2,IID
RASGRP1,ASB2,O95267,Q96Q27,IID
RASGRP1,TTN,O95267,Q8WZ42,IID
RASGRP1,RASL10B,O95267,Q96S79,IID
RASGRP1,IFIT5,O95267,Q13325,IID
RASGRP1,PLCG1,O95267,P19174,IID
RASGRP1,PRKCB,O95267,P05771,IID
RASGRP1,ASB9,O95267,Q96DX5,IID
RASGRP1,STMN3,O95267,Q9NZ72,IID
RASGRP1,SH2D3C,O95267,Q8N5H7,IID
EPM2A,IL6ST,"B3EWF7, O95278",P40189,IID
MPZL1,IL6ST,O95297,P40189,IID
MPZL1,IL31RA,O95297,"Q8NI17
",IID
ATG7,ATG16L1,O95352,Q676U5,IID
TRIM16,IFNAR1,O95361,P17181,IID
TRIM16,ATG16L1,O95361,Q676U5,IID
TRIM16,NOD2,O95361,Q9HC29,IID
BMP10,IL6ST,O95393,P40189,IID
UTS2,UCN,O95399,P55089,IID
TNFRSF6B,FASLG,O95407,P48023,IID
ADAMTS2,ADAM30,O95450,Q9UKF2,IID
ABCA1,FASLG,O95477,P48023,IID
YEATS4,JAZF1,O95619,86VZ6,IID
CNOT4,CPEB4,O95628,Q17RY0,IID
DIRAS3,SPRED1,O95661,7Z699,IID
PPP1R3D,IL6ST,O95685,P40189,IID
RAB3D,ATG16L1,O95716,Q676U5,IID
CRTAM,IL6ST,O95727,P40189,IID
CRTAM,NOD2,O95727,Q9HC29,IID
DDX58,ATG16L1,O95786,Q676U5,IID
DDX58,NOD2,O95786,Q9HC29,IID
STAU1,GPX4,O95793,P36969,IID
GPR75,TNFSF18,O95800,Q9UNG2,IID
CER1,FASLG,O95813,P48023,IID
BAG2,NOS2,O95816,P35228,IID
AIFM1,NOS2,O95831,P35228,IID
NCR2,FASLG,O95944,P48023,IID
EFEMP2,CREB5,O95967,Q02930,IID
AGR2,NOS2,O95994,P35228,IID
IL18BP,IL6ST,O95998,P40189,IID
BCL10,ATG16L1,O95999,Q676U5,IID
BCL10,NOD2,O95999,Q9HC29,IID
BCL10,PTPN22,O95999,Q9Y2R2,IID
NDUFB10,PTPN22,O96000,Q9Y2R2,IID
LDHA,LACC1,P00338,Q8IV20,IID
ALDH1A1,NOS2,P00352,P35228,IID
GLUD1,PTPN22,P00367,Q9Y2R2,IID
SOD1,GPX4,P00441,P36969,IID
ABL1,IFNAR1,P00519,P17181,IID
ABL1,IL6ST,P00519,P40189,IID
ABL1,FASLG,P00519,P48023,IID
ABL1,NOD2,P00519,Q9HC29,IID
ABL1,PTPN22,P00519,Q9Y2R2,IID
EGFR,IFNAR1,P00533,P17181,IID
EGFR,IFNGR2,P00533,P38484,IID
EGFR,IL6ST,P00533,P40189,IID
EGFR,FASLG,P00533,P48023,IID
EGFR,SPRED1,P00533,7Z699,IID
EGFR,PTPN22,P00533,Q9Y2R2,IID
F2,IFNAR1,P00734,P17181,IID
C1R,NOD2,P00736,Q9HC29,IID
C1R,PTPN22,P00736,Q9Y2R2,IID
PLG,FASLG,P00747,P48023,IID
PLAU,SPRED1,P00749,7Z699,IID
PLAU,NOD2,P00749,Q9HC29,IID
PLAT,IFNGR2,P00750,P38484,IID
PLAT,IL6ST,P00750,P40189,IID
PLAT,SPRED1,P00750,7Z699,IID
CFB,IL6ST,P00751,P40189,IID
CFB,NOD2,P00751,Q9HC29,IID
ASS1,NOS2,P00966,P35228,IID
OAS1,NOD2,P00973,Q9HC29,IID
A2M,IL6ST,P01023,P40189,IID
A2M,NOD2,P01023,Q9HC29,IID
C3,IFNAR1,P01024,P17181,IID
C3,IL6ST,P01024,P40189,IID
C3,NOD2,P01024,Q9HC29,IID
FOS,NOS2,P01100,P35228,IID
FOS,IL6ST,P01100,P40189,IID
FOS,CREB5,P01100,Q02930,IID
HRAS,NOS2,P01112,P35228,IID
PDGFB,IL6ST,P01127,P40189,IID
EGF,FASLG,P01133,P48023,IID
TGFB1,IFNGR2,P01137,P38484,IID
TGFB1,IL6ST,P01137,P40189,IID
TGFB1,FASLG,P01137,P48023,IID
TGFB1,IL31RA,P01137,"Q8NI17
",IID
TGFB1,NOD2,P01137,Q9HC29,IID
AVP,FASLG,P01185,P48023,IID
PRL,IFNAR1,P01236,P17181,IID
PRL,IL6ST,P01236,P40189,IID
PRL,IL31RA,P01236,"Q8NI17
",IID
GH1,IFNAR1,P01241,P17181,IID
GH1,IL6ST,P01241,P40189,IID
GH1,IL31RA,P01241,"Q8NI17
",IID
GH2,IL31RA,P01242,"Q8NI17
",IID
-,FASLG,,P48023,IID
TG,FASLG,P01266,P48023,IID
VIP,IL6ST,P01282,P40189,IID
INS,NOD2,P01308,Q9HC29,IID
GAST,FASLG,P01350,P48023,IID
LTA,FASLG,P01374,P48023,IID
LTA,TNFSF18,P01374,Q9UNG2,IID
TNF,FASLG,P01375,P48023,IID
TNF,TNFSF18,P01375,Q9UNG2,IID
IFNA1;IFNA13,IFNAR1,,P17181,IID
IFNA2,IFNAR1,P01563,P17181,IID
IFNA10,IFNAR1,P01566,P17181,IID
IFNA7,IFNAR1,P01567,P17181,IID
IFNA21,IFNAR1,P01568,P17181,IID
IFNA5,IFNAR1,P01569,P17181,IID
IFNA14,IFNAR1,P01570,P17181,IID
IFNA17,IFNAR1,P01571,P17181,IID
IFNA17,FASLG,P01571,P48023,IID
IFNB1,IFNAR1,P01574,P17181,IID
